ID	type	pack_total_weight	pack_total_volume	first_receive_tm	last_receive_tm
0	1	-	-	08:00	00:00
40001	2	0.1595	0.3501	08:30	09:30
40002	2	0.1595	0.3501	09:00	10:30
40003	2	0.00104	0.0059	09:00	11:00
40004	2	0.01804	0.0304	10:00	10:30
40005	2	0.243	3.1518	10:30	11:30
40006	2	0.0928	0.144	10:00	11:30
40007	2	0.050838	0.2988	10:00	12:00
40008	2	0.10328	0.7889	08:00	09:30
40009	2	0.0528	0.1071	11:00	11:30
40010	2	0.16505	0.6405	10:00	11:00
40011	2	0.031085	0.2853	08:00	09:00
40012	2	0.046	0.0782	08:00	09:30
40013	2	0.00495	0.0239	10:30	12:00
40014	2	0.1908	1.4857	10:00	11:30
40015	2	0.56	0.9078	09:00	11:00
40016	2	0.0076	0.0144	08:00	10:00
40017	2	0.00128	0.0143	08:00	09:30
40018	2	0.33218	0.6715	08:00	10:00
40019	2	0.01046	0.0192	09:00	09:30
40020	2	0.0108	0.0178	10:00	10:30
40021	2	0.046	1	08:00	08:30
40022	2	0.0012	1	09:00	10:00
40023	2	0.049	1	08:30	09:00
40024	2	0.01452	0.0923	09:00	10:00
40025	2	0.00698	0.0451	09:30	10:30
40026	2	0.001275	0.0061	09:30	10:30
40027	2	0.05006	0.4135	10:00	11:00
40028	2	0.03004	1.288	10:30	11:30
40029	2	0.05238	0.0975	10:30	11:30
40030	2	0.19118	0.4972	08:00	09:30
40031	2	0.04634	0.1092	09:00	10:30
40032	2	0.61169	1.6233	09:30	11:00
40033	2	0.19055	0.3951	10:00	12:00
40034	2	0.51068	1.288	09:00	11:00
40035	2	0.0665	0.21	10:00	12:00
40036	2	1.30302	3.7084	08:00	09:00
40037	2	0.2166	2.3872	10:00	12:00
40038	2	1.1265	2.8411	08:00	08:30
40039	2	0.07134	0.226	10:00	11:30
40040	2	0.52645	1.4019	10:00	12:00
40041	2	0.02228	0.0797	08:00	10:00
40042	2	0.04686	0.0852	10:00	12:00
40043	2	0.35534	0.9714	09:30	11:30
40044	2	0.41053	1.0724	09:00	11:00
40045	2	0.42054	1.0497	11:00	11:30
40046	2	0.43676	1.1272	10:00	10:30
40047	2	0.56875	1.5299	11:00	11:30
40048	2	0.27514	0.9197	11:30	12:00
40049	2	0.03424	0.0689	10:00	10:30
40050	2	0.2171	0.595	10:00	11:00
40051	2	0.16284	0.401	09:30	10:00
40052	2	0.6045	0.8305	11:30	12:00
40053	2	0.0856	0.255	10:00	10:30
40054	2	0.8645	1.9972	10:00	11:00
40055	2	0.0133	0.042	11:30	12:00
40056	2	0.94869	2.6216	09:00	10:00
40057	2	0.32608	0.8486	08:30	09:00
40058	2	0.01609	0.0467	09:00	10:00
40059	2	0.29104	3.6213	11:00	11:30
40060	2	1.20015	3.1026	10:00	11:00
40061	2	0.00484	0.016	08:00	09:00
40062	2	1.02208	3.1185	10:00	11:00
40063	2	0.06248	0.1136	11:00	12:00
40064	2	0.03572	0.0836	09:00	10:00
40065	2	0.00753	0.0188	10:00	11:00
40066	2	0.01706	0.0339	09:30	10:30
40067	2	0.34658	0.9097	10:30	11:30
40068	2	0.07462	0.2868	10:00	11:00
40069	2	0.02196	0.0505	09:30	10:30
40070	2	0.40267	1.0607	10:30	11:30
40071	2	0.1764	0.3306	11:00	11:30
40072	2	0.4887	1.1705	10:00	11:00
40073	2	1.7409	4.399	10:30	11:00
40074	2	0.19956	0.4459	10:00	11:00
40075	2	0.29121	0.7866	11:00	11:30
40076	2	0.37441	0.9727	10:00	11:00
40077	2	0.10098	0.2675	11:30	12:00
40078	2	0.16459	0.3525	10:00	11:00
40079	2	0.0141	0.125	08:00	10:00
40080	2	0.25708	0.6343	11:30	12:00
40081	2	0.03206	0.0957	08:00	09:30
40082	2	0.0213	0.0621	10:00	10:30
40083	2	0.00314	0.0219	08:00	10:00
40084	2	0.10644	0.2747	10:00	10:30
40085	2	0.10283	0.219	09:00	11:00
40086	2	0.0147	0.0468	10:00	12:00
40087	2	0.09	0.6504	08:00	10:00
40088	2	0.22932	0.4298	09:00	11:00
40089	2	0.43662	1.0091	08:00	10:00
40090	2	0.58817	1.5292	08:30	10:30
40091	2	0.11425	0.2584	08:00	10:00
40092	2	1.87857	6.789	10:00	12:00
40093	2	0.15998	0.3478	08:30	10:30
40094	2	0.43	1	10:00	12:00
40095	2	0.29988	0.562	09:30	11:00
40096	2	0.21362	0.499	09:00	10:30
40097	2	0.19764	0.4662	10:00	11:30
40098	2	0.02563	0.0523	09:00	10:30
40099	2	0.00395	0.0457	08:30	10:00
40100	2	0.11989	0.2685	09:00	10:30
40101	2	0.1149	0.2461	10:00	11:30
40102	2	1.4428	4.4428	09:00	10:30
40103	2	0.04	2.76	08:00	09:00
40104	2	0.1535	0.6284	11:00	12:00
40105	2	0.02	0.027	09:00	10:00
40106	2	0.09735	0.0418	11:00	12:00
40107	2	0.02	0.027	09:30	10:00
40108	2	0.06	0.1	08:30	09:00
40109	2	0.12005	0.1817	08:00	09:00
40110	2	0.1527	0.2266	09:00	09:30
40111	2	0.01632	0.0285	08:00	10:00
40112	2	0.015	0.0244	09:00	09:30
40113	2	0.02514	0.0365	08:00	10:00
40114	2	0.04012	0.0778	10:00	12:00
40115	2	0.1494	0.2304	09:30	11:30
40116	2	0.1494	0.2304	10:00	12:00
40117	2	0.0054	0.0507	10:00	12:00
40118	2	0.00272	0.0185	10:00	12:00
40119	2	0.01752	0.0591	10:00	11:30
40120	2	0.01696	0.0307	09:00	10:30
40121	2	0.03514	0.0523	09:30	11:00
40122	2	0.06784	0.215	10:30	12:00
40123	2	0.01542	0.0224	10:00	11:30
40124	2	0.06784	0.215	10:00	11:30
40125	2	0.18974	0.3159	08:30	10:00
40126	2	0.3536	2.596	09:00	10:30
40127	2	0.174	0.27	09:00	10:00
40128	2	0.0171	0.074	09:00	10:00
40129	2	0.01606	0.1916	09:00	10:00
40130	2	0.015675	0.1015	11:00	12:00
